id,name,rating,userRatingCount,websiteUri,formattedAddress,latitude,longitude
"ChIJpaeKFhy0RIYROtkrsSjAMew","Sonic Drive-In","3.3","1499","http://www.sonicdrivein.com/locations/us/tx/austin/1901-montopolis/store-3874?utm_source=google-my-business&utm_medium=organic&utm_campaign=website-link&y_source=1_MjAzMzg1MTA1MS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D","1901 Montopolis Dr, Austin, TX 78741, USA","30.225638399999998","-97.7026016"
"ChIJ0VN0Rq62RIYRtNnowzvlE_M","7-Eleven","2.4","97","https://www.7-eleven.com/locations/tx/austin/7715-e-ben-white-blvd-36642?utm_source=G&utm_medium=local&utm_campaign=google-local","7715 E Ben White Blvd, Austin, TX 78744, USA","30.2179045","-97.6890244"
"ChIJw3GMxCy0RIYRoX1rWtORKkQ","Live Oak Brewing Company","4.7","706","https://liveoakbrewing.com/","1615 Crozier Ln, Del Valle, TX 78617, USA","30.221135","-97.6612371"
"ChIJIZ_7cky3RIYRhjOpSdZtuDU","Starbucks Coffee Company","4","898","https://www.starbucks.com/store-locator/store/1024160","2401 Cardinal Loop, Del Valle, TX 78617, USA","30.213230000000003","-97.65823999999999"
"ChIJJ2aAvtS2RIYR2E2R0h_dSEA","Jasmine's Restaurant","4.4","1159","","2463 E State Hwy 71 Service Rd, Del Valle, TX 78617, USA","30.2137688","-97.65945959999999"
"ChIJVfgqGR63RIYRqO3QTdzxX38","Jack in the Box","3.1","698","https://locations.jackinthebox.com/us/tx/del-valle/2517-e-highway-71?utm_source=google&utm_medium=local&utm_campaign=google-local","2517 E Hwy 71, Del Valle, TX 78617, USA","30.2130513","-97.65760829999999"
"ChIJCc-eA5ilRIYRf9-gIjBGCD8","Henry's Barbecue, LLC","4.8","470","http://henrysbarbecue.square.site/","2403 E Hwy 71, Del Valle, TX 78617, USA","30.2146086","-97.6606954"
"ChIJD7gKdK6xRIYRnDyuhsY-HZ8","Un taco mas","4.4","112","https://storefront.avocadopos.com/locations/fd47869d-2bba-4ee2-aa0b-56408642ac29","2901 Spirit of Texas Drive In Subway, 2901 Spirit of Texas Dr, Austin, TX 78719, USA","30.210821","-97.6673879"
"ChIJezDrsCqxRIYRVa-Yk1gobl4","El Michoacano Mexican Restaurant","4.1","560","http://elmichoacanorestaurant.com/","2701 E Hwy 71, Del Valle, TX 78617, USA","30.211499900000003","-97.65493269999999"
"ChIJz0YJ-VKxRIYRD2elkDtG3Z4","Subway","3.1","185","https://restaurants.subway.com/united-states/tx/austin/2901-spirit-of-texas-drive?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=15343&utm_campaign=evergreen-2020&y_source=1_MTQ4OTc2ODctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D","2901 Spirit of Texas Dr, Austin, TX 78719, USA","30.2108023","-97.66740539999999"
